Full	Mean	Lower_CI	Median	Upper_CI
6mer|22|8mer_Kd	0.0341920568760087	0.0309804796107802	0.0096232777137172	0.0337859756276102	0.0839904579492264
6mer|21|8mer_Kd	0.10762229043944	0.100648453204596	0.0294627215357295	0.10516001151433	0.220403640068081
6mer|20|8mer_Kd	0.183603379153807	0.16846341844172	0.0502941818927446	0.170052236307263	0.499912488588698
6mer|19|8mer_Kd	0.152723421390373	0.153062045309246	0.052092768013107	0.15898056732975	0.400105776376711
6mer|18|8mer_Kd	0.107630721156576	0.106616814555725	0.0409949459349977	0.10567708686905	0.260094415716685
6mer|17|8mer_Kd	0.244659324787804	0.240985105383836	0.0875094547157282	0.238635197999443	0.598317594253509
6mer|16|8mer_Kd	0.149732370383211	0.142834230303624	0.0498226365546755	0.14905129171996	0.344799726057112
6mer|15|8mer_Kd	0.136931662898788	0.127591540605737	0.0393040118410969	0.134841649077848	0.30380946459286
6mer|14|8mer_Kd	0.182344484519984	0.171881410479456	0.0751722671028994	0.173739328984769	0.345830484507835
6mer|13|8mer_Kd	0.346080067546646	0.315540367246479	0.125254079474788	0.315416721953279	0.732297395685843
6mer|12|8mer_Kd	0.086052697114754	0.0747857322105329	0.019978388239174	0.0770058011153952	0.191433292100433
6mer|11|8mer_Kd	0.0915650779919585	0.0833563918329352	0.0219328929375697	0.088334865347292	0.270076678175848
6mer|10|8mer_Kd	0.179327077045702	0.164803526782552	0.0603116228156713	0.174111313786716	0.339435127148885
6mer|9|8mer_Kd	0.157936491577449	0.158553092488008	0.0587612804772259	0.165772059452475	0.421763819040078
6mer|8|8mer_Kd	0.216441674856217	0.213748769864651	0.108231743479505	0.206770181052581	0.458584349845733
6mer-m8|29|8mer_Kd	0.200059983693979	0.202531879192912	0.104179781654261	0.192514508780703	0.460121679321982
6mer-m8|27|8mer_Kd	0.0876929729317137	0.0772930025254065	0.0276166058401834	0.0786329013703773	0.244977055258505
6mer-m8|26|8mer_Kd	0.182324718303526	0.181405605757822	0.0444846673012704	0.187949298880335	0.481910620912598
6mer-m8|25|8mer_Kd	0.182676245222138	0.177937761257243	0.0477151727099924	0.185950580871526	0.559354659858587
6mer-m8|24|8mer_Kd	0.148767960729111	0.14622555072216	0.0464964412056199	0.145009796676071	0.359132943013624
6mer-m8|23|8mer_Kd	0.273481869636585	0.257615820537594	0.0720515550093083	0.264345859410972	0.837283009968758
6mer-m8|22|8mer_Kd	0.146858358387996	0.127393512971597	0.0334162803510208	0.129341622789941	0.41858273308861
6mer-m8|21|8mer_Kd	0.283666150085726	0.277578985660185	0.104659930165147	0.288757702246481	0.728023272126993
6mer-m8|20|8mer_Kd	0.0705640501003805	0.0615311390136018	0.0145075578285753	0.0607470848914704	0.22983782963379
6mer-m8|19|8mer_Kd	0.22869517773964	0.217148687743479	0.067602033029172	0.218697909409835	0.696151478145066
6mer-m8|18|8mer_Kd	0.0998293516223199	0.0901188799241988	0.0275768766208286	0.0908182346988803	0.27933091454097
6mer-m8|17|8mer_Kd	0.159869833989926	0.149760498760464	0.0439373361496456	0.151980928973922	0.42627082118088
6mer-m8|16|8mer_Kd	0.499422252815539	0.52702062288078	0.161610797311076	0.513370079489432	1.62990965012002
6mer-m8|15|8mer_Kd	0.0684103023254615	0.0602542598488259	0.0223430782967335	0.0590541929683568	0.200144141838241
6mer-m8|14|8mer_Kd	0.135114512637652	0.135437477465445	0.039511639019669	0.140764171260964	0.314619438820442
6mer-m8|13|8mer_Kd	0.107797512233956	0.105787617120936	0.0269630996718003	0.110583898452208	0.35259234216057
6mer-m8|12|8mer_Kd	0.162639689742796	0.142020502751844	0.0331457073025879	0.15070735323296	0.29877423567453
6mer-m8|11|8mer_Kd	0.505105547885365	0.442479316904316	0.121333798144546	0.47378245934631	1.25466825264481
6mer-m8|10|8mer_Kd	0.327460054646991	0.338260398595423	0.105482613163244	0.331747671660128	1.36690154922602
6mer-m8|7|8mer_Kd	0.191522194931106	0.189887641041756	0.132960711973586	0.185038474975251	0.269338258666045
6mer-m8|-6|8mer_Kd	0.219945214044276	0.212614770692399	0.134492458073823	0.213136275871196	0.339569640845241
6mer-A1|26|8mer_Kd	0.232618897519623	0.221674066021417	0.0507639366514383	0.232955958977508	0.619424879137066
6mer-A1|25|8mer_Kd	0.0657698575285068	0.0616894258587645	0.0140068017750129	0.0630403665916794	0.152921475062138
6mer-A1|24|8mer_Kd	0.194626897137888	0.180566471763825	0.0476702628664196	0.174638020732256	0.56906212827466
6mer-A1|23|8mer_Kd	0.21055070320613	0.199931587929237	0.0683751845702486	0.199286966890961	0.488309527217172
6mer-A1|22|8mer_Kd	0.156579154050693	0.1469329453442	0.0400036481370988	0.150105123880596	0.411047140031365
6mer-A1|21|8mer_Kd	0.2282288196525	0.216783358826151	0.042454739690887	0.222424149720365	0.712377639246394
6mer-A1|20|8mer_Kd	0.256754165143146	0.250519146915082	0.0899473774691009	0.249821455839392	0.606346552259345
6mer-A1|19|8mer_Kd	0.0942311870811316	0.0821777649415499	0.0311806475253903	0.0839981326802851	0.298258585503443
6mer-A1|18|8mer_Kd	0.127955969277871	0.125358667660557	0.0379715052679098	0.123470302118905	0.414677570430682
6mer-A1|17|8mer_Kd	0.226781557106462	0.22367996644536	0.0713141098607237	0.211366817668397	0.960379831073659
6mer-A1|16|8mer_Kd	0.133320473542482	0.120194940026972	0.0298736238880963	0.122901922943371	0.347192507623205
6mer-A1|15|8mer_Kd	0.201458941234819	0.188347009158554	0.0505690095841065	0.185868245299868	0.490353632257382
6mer-A1|14|8mer_Kd	0.244228750837741	0.227866624322195	0.0547398802716689	0.248578086925192	0.682584987452286
6mer-A1|13|8mer_Kd	0.215537953909692	0.213923476440724	0.0645232195264388	0.217127864409809	0.666106503473292
6mer-A1|12|8mer_Kd	0.103805127549507	0.0988812044929234	0.0279550164917134	0.0981351251840086	0.315312069325322
6mer-A1|11|8mer_Kd	0.173492930960907	0.180554086447251	0.0510664447994751	0.181339036670531	0.58479372077971
6mer-A1|10|8mer_Kd	0.372201809759183	0.376567609730111	0.125144394027008	0.376481419449633	1.10999524900451
6mer-A1|9|8mer_Kd	0.120551775621909	0.114450214864902	0.0394843099879839	0.114729688808852	0.297694093970246
6mer-A1|-5|8mer_Kd	0.155310117917808	0.155388495351813	0.0827830984274837	0.151605923490043	0.346317414743482
8mer-mmA7|26|8mer_Kd	0.149507569383514	0.132424192573105	0.0432484253086142	0.137694180207054	0.403429617054871
8mer-mmA7|24|8mer_Kd	0.199109781436997	0.178182076705972	0.0628112085008191	0.174056515335019	0.682940925590781
8mer-mmA7|18|8mer_Kd	0.1443099096826	0.133060447157866	0.0383124790978381	0.128151493040389	0.578557125724789
8mer-mmA7|17|8mer_Kd	0.554285695543162	0.452676773224906	0.135597340484259	0.507817019152598	1.3011209313039
8mer-mmA7|15|8mer_Kd	0.1880735508755	0.160394878573671	0.055052177909787	0.152732347878522	0.54855804467173
8mer-mmA7|12|8mer_Kd	0.235849374781384	0.200350270737504	0.0745052207814402	0.20897907544646	0.688195724014366
8mer-mmA7|11|8mer_Kd	0.219095220067547	0.187742551883708	0.0631447613457882	0.19506209593215	0.562911260699047
8mer-mmC7|27|8mer_Kd	0.169669884249908	0.152947616004842	0.0265038010170905	0.165491348607492	0.485631406843434
8mer-mmC7|25|8mer_Kd	0.266801668415169	0.230962925539079	0.0827782340185264	0.249687842896567	0.698621526253769
8mer-mmC7|24|8mer_Kd	0.249669690369455	0.230827824392958	0.0652735027310456	0.263930552011837	0.746447833915605
8mer-mmC7|21|8mer_Kd	0.157289331246292	0.137361902290243	0.0577045090831426	0.119108004983443	0.430558139004325
8mer-mmC7|17|8mer_Kd	0.127859343899333	0.118137441422541	0.041544228709601	0.119538017208498	0.374572461364008
8mer-mmC7|16|8mer_Kd	0.116036128135137	0.117713911772474	0.0382411460036	0.117714667491132	0.43742095220657
8mer-mmC7|15|8mer_Kd	0.147314803489265	0.127696261043731	0.0358234485123703	0.134709739763927	0.528359552677998
8mer-mmC7|11|8mer_Kd	0.143728123519908	0.129675818380494	0.0403667003377076	0.126449004232845	0.502017585905936
8mer-mmC7|10|8mer_Kd	0.217240700634502	0.202972479844607	0.0687791722676713	0.208378374001747	0.573036772978956
8mer-mmG7|27|8mer_Kd	0.0686614714792855	0.0612182169761594	0.0234058262295119	0.060829056803665	0.189526828811369
8mer-mmG7|23|8mer_Kd	0.217335197189884	0.199591103436347	0.0739061194488701	0.202113900294919	0.593810693166716
8mer-mmG7|21|8mer_Kd	0.193357254724959	0.181560577460357	0.0724662170335329	0.161072276832081	0.531209553446434
8mer-mmG7|13|8mer_Kd	0.297019252142302	0.268819198825551	0.0901872800514016	0.30604950586757	0.7795373652846
8mer-mmG7|12|8mer_Kd	0.296806374484833	0.248340271592583	0.0950911131609956	0.261208172549833	0.764547824477203
8mer-mmC6|27|8mer_Kd	0.121418590743064	0.113180087909017	0.0222543263570446	0.114372336682188	0.306238428608777
8mer-mmC6|26|8mer_Kd	0.27026497892017	0.237926816911807	0.086930954442833	0.24944767206343	0.616253610190222
8mer-mmC6|23|8mer_Kd	0.224236141177133	0.191851354182821	0.0638262534997845	0.202824560536305	0.601100723946326
8mer-mmC6|20|8mer_Kd	0.219159840920364	0.184836110272131	0.071584958920369	0.173669727970177	0.582230247827225
8mer-mmC6|17|8mer_Kd	0.171807390365203	0.160010682791799	0.0522096784809629	0.172860866955281	0.451668718679061
8mer-mmC6|16|8mer_Kd	0.279095873788716	0.241432950739219	0.0855510580348123	0.252554563056985	0.657226596504822
8mer-mmC6|15|8mer_Kd	0.244543988953224	0.208853020166519	0.0651765854302454	0.20660056354694	0.698192973742459
8mer-mmC6|12|8mer_Kd	0.551757137768115	0.466882305703889	0.130079530134307	0.508526936952477	1.29746321245883
8mer-mmC6|10|8mer_Kd	0.217517800619482	0.185903624509509	0.071267982251622	0.171773932089468	0.603577375314375
8mer-mmG6|27|8mer_Kd	0.287323345506818	0.271495928416357	0.0726898247423915	0.288194960532901	0.873356891324985
8mer-mmG6|20|8mer_Kd	0.217060170450641	0.195255397773153	0.0642059197936436	0.186599025364143	0.598360204829808
8mer-mmG6|18|8mer_Kd	0.219158716163928	0.200022577078432	0.0639020295211955	0.22419972998476	0.574435077441456
8mer-mmG6|12|8mer_Kd	0.26297469975924	0.222850854428093	0.0743918867377569	0.228813190923296	0.72823561154955
8mer-mmT6|27|8mer_Kd	0.135960422089807	0.123190433655108	0.0307425295257195	0.124809119729574	0.432839931444298
8mer-mmT6|25|8mer_Kd	0.217106749104456	0.192102684717612	0.0626943798302888	0.18534698282984	0.695624161595561
8mer-mmT6|24|8mer_Kd	0.484702806131186	0.449513295983203	0.103997644603728	0.448148831774255	1.32056127284398
8mer-mmT6|23|8mer_Kd	0.189822207972596	0.183435376775652	0.046004445912358	0.182014339747914	0.618224293926123
8mer-mmT6|17|8mer_Kd	0.131378080172834	0.125044257799131	0.0304723489339143	0.109773377413061	0.697032428509904
8mer-mmT6|15|8mer_Kd	0.183861986636484	0.173771923776101	0.0563997663476483	0.185566658431908	0.587653282539955
8mer-mmT6|14|8mer_Kd	0.344813997814425	0.299980307155624	0.121692105204938	0.323360356379021	0.798509388811929
8mer-mmT6|13|8mer_Kd	0.42428181068871	0.382173233258005	0.103819093059017	0.429957150817341	1.04418238598685
8mer-mmT6|11|8mer_Kd	0.343822477170284	0.290142566679405	0.120775008231204	0.322112707416807	0.813344817564383
8mer-mmT6|9|8mer_Kd	0.16817235608882	0.153537697847735	0.0486947573172914	0.141824138591358	0.540859396161245
8mer-mmA5|27|8mer_Kd	0.112475167128118	0.0987406662717143	0.031049210287829	0.103015231586125	0.292153796028702
8mer-mmA5|21|8mer_Kd	0.159878335231203	0.147181741329558	0.0560442024585204	0.134599426597251	0.441394289038951
8mer-mmA5|20|8mer_Kd	0.183924645355471	0.169487442090525	0.0634751495419166	0.173031344275424	0.483325827829147
8mer-mmA5|17|8mer_Kd	0.21758589445733	0.187382393740705	0.0737077590743053	0.187932189066478	0.610430906912334
8mer-mmA5|15|8mer_Kd	0.266868407106516	0.219787081289889	0.0882670490193471	0.209956289841366	0.803799008395777
8mer-mmG5|27|8mer_Kd	0.258437846465271	0.24396731204797	0.0585670874961972	0.25430274088627	0.930361356563333
8mer-mmG5|25|8mer_Kd	0.279171521437919	0.252721751134384	0.0833591422303178	0.263227410512413	0.807517136634506
8mer-mmG5|17|8mer_Kd	0.224566735315467	0.222358101715026	0.0741799440545545	0.231167871458688	0.682377066749837
8mer-mmG5|16|8mer_Kd	0.115920239963019	0.11268658123679	0.0379703406407683	0.118100503803515	0.427414691433828
8mer-mmG5|15|8mer_Kd	0.0926116141251519	0.0965596006734523	0.025490113591249	0.0963698769841381	0.500689706550574
8mer-mmT5|27|8mer_Kd	0.0825510373597526	0.0802652441911116	0.0248290057438119	0.0807104373132381	0.195257163787465
8mer-mmT5|24|8mer_Kd	0.296204826359914	0.257203394481951	0.0913797294619321	0.302902035708599	0.732502513219301
8mer-mmT5|23|8mer_Kd	0.162572610387227	0.148980476218735	0.0459376576744994	0.152135629152689	0.505335711745914
8mer-mmT5|22|8mer_Kd	0.1600531311938	0.146363304125373	0.0527193260565476	0.140946787682506	0.523970020154527
8mer-mmT5|21|8mer_Kd	0.237844904919063	0.206470779614198	0.0627218117364963	0.210081283564239	0.651772269783128
8mer-mmT5|19|8mer_Kd	0.0813178370334088	0.077936821207463	0.025360773904706	0.0736400163784236	0.387398992494905
8mer-mmT5|15|8mer_Kd	0.16045880041383	0.155432715104037	0.0543829526137374	0.156493362925249	0.530162941104559
8mer-mmT5|13|8mer_Kd	0.0807121307631582	0.0737503975480326	0.0233203816030568	0.0760703010880583	0.210675173317937
8mer-mmT5|12|8mer_Kd	0.462745156410372	0.404007371863015	0.0838903817829153	0.437614741545977	1.15014706951904
8mer-mmT5|11|8mer_Kd	0.452646284278955	0.375545197992696	0.0937942598877585	0.377683828877406	1.03998883961182
8mer-mmT5|10|8mer_Kd	0.342632594845773	0.312674179345462	0.0811380198518084	0.329043774775408	1.06027661370013
8mer-mmT5|9|8mer_Kd	0.202397034756086	0.182952819635803	0.0537356839181599	0.191450152909908	0.595922663588183
8mer-mmA4|27|8mer_Kd	0.14365373005672	0.122641203246916	0.0347836953708679	0.118957159181583	0.375693062698757
8mer-mmA4|24|8mer_Kd	0.278680828999987	0.248932571920033	0.0842702354202223	0.269649785037956	0.77233633696282
8mer-mmA4|23|8mer_Kd	0.235799496536271	0.213987639492006	0.0788874058339193	0.219034826781194	0.604704298369236
8mer-mmA4|19|8mer_Kd	0.270067923975806	0.235945572374307	0.0720661214436449	0.245985365393386	0.806742474383931
8mer-mmA4|15|8mer_Kd	0.176375686003144	0.145442024941713	0.0580209545038337	0.142024900872955	0.455476754148412
8mer-mmA4|13|8mer_Kd	0.12795687905724	0.119634630014314	0.0432987852029049	0.115177213790947	0.503309664874473
8mer-mmG4|27|8mer_Kd	0.189157230630999	0.183807000859888	0.0389103164224136	0.174926779333442	0.841140913091351
8mer-mmG4|14|8mer_Kd	0.340228609813534	0.31831677064321	0.0736626180064526	0.322917390749726	1.06280363621233
8mer-mmG4|9|8mer_Kd	0.267185372693704	0.239014103911931	0.0969664752822662	0.263360064655988	0.696431990277719
8mer-mmT4|27|8mer_Kd	0.125380257882558	0.112455056943067	0.0310423465821074	0.113099331602316	0.298424301477764
8mer-mmT4|23|8mer_Kd	0.232375887381501	0.219226788729094	0.0620159171108692	0.225328844611644	0.780787412228043
8mer-mmT4|17|8mer_Kd	0.343448465488116	0.291182330827975	0.1216434604225	0.322071654646174	0.896291945351863
8mer-mmT4|15|8mer_Kd	0.296844710542687	0.247420349210138	0.0933964319240931	0.265177064598773	0.772363178470249
8mer-mmT4|11|8mer_Kd	0.142000419031759	0.135137686979096	0.039201095844257	0.131916040434308	0.691808428348403
8mer-mmT4|10|8mer_Kd	0.343634918117374	0.287907160413774	0.121294348335598	0.322217548638458	0.803376408097845
8mer-mmA3|27|8mer_Kd	0.0589734535621369	0.0558526398093153	0.0118185495189227	0.0559196316487179	0.204592940473036
8mer-mmA3|23|8mer_Kd	0.344242183810267	0.308067212818321	0.120948017555895	0.322977371657661	1.03404260246878
8mer-mmA3|21|8mer_Kd	0.183805623970323	0.169166499929647	0.0485545293925294	0.154855199630188	0.573083261461268
8mer-mmA3|18|8mer_Kd	0.118226149123696	0.107114922348143	0.033959688932821	0.107030368010898	0.323005551530455
8mer-mmA3|17|8mer_Kd	0.23520794304826	0.207439591722432	0.0594455637826845	0.216892952944521	0.677353762395956
8mer-mmA3|13|8mer_Kd	0.0815119731432212	0.0739311177984127	0.0222830562429668	0.076487378132032	0.251819068003067
8mer-mmA3|12|8mer_Kd	0.0625546910549529	0.0577408815850279	0.0196578728763228	0.0530443837107619	0.210251982398522
8mer-mmA3|11|8mer_Kd	0.109987396166872	0.097762441465986	0.0327419706684876	0.0925040732044791	0.402826299317596
8mer-mmA3|9|8mer_Kd	0.170650710519142	0.148472432205576	0.0484922156626195	0.146312829800024	0.416284152273273
8mer-mmC3|27|8mer_Kd	0.116579619583686	0.112215136835772	0.0464878338274443	0.111611475430099	0.296187290958532
8mer-mmC3|26|8mer_Kd	0.166522825645517	0.158529630404757	0.0401761832569992	0.16413995345717	0.539130372761601
8mer-mmC3|25|8mer_Kd	0.116837535497523	0.107260540545272	0.0349464037658557	0.107248418355965	0.373457405205812
8mer-mmC3|24|8mer_Kd	0.28855201204255	0.28254083643431	0.0447343623373221	0.290703774471736	0.949270273962113
8mer-mmC3|23|8mer_Kd	0.0984458862030979	0.0950491822640489	0.0298515502110414	0.0985490142048218	0.42855120342924
8mer-mmC3|22|8mer_Kd	0.0645498049958194	0.0561754456542923	0.0214037739118662	0.0549660751848058	0.171426497086201
8mer-mmC3|21|8mer_Kd	0.105688601784786	0.0943429115318398	0.0297426735618899	0.0906636864276427	0.320180196506565
8mer-mmC3|20|8mer_Kd	0.0482014613965978	0.0449080893070284	0.0169038348167689	0.0407747188960709	0.131424485529965
8mer-mmC3|19|8mer_Kd	0.127515164422414	0.126136639116034	0.0347854933659219	0.124767749859027	0.528099311823356
8mer-mmC3|18|8mer_Kd	0.259440366949619	0.242207645174668	0.0692405886739639	0.247841351062447	0.613899756417816
8mer-mmC3|17|8mer_Kd	0.0893717911103311	0.0829362575151923	0.0221531877892193	0.0873718031086076	0.237613507153177
8mer-mmC3|16|8mer_Kd	0.0864595349785351	0.088128040810446	0.0233277757901358	0.0855490707434157	0.318612646108838
8mer-mmC3|15|8mer_Kd	0.0773310755594836	0.0667968395937018	0.0243225534497619	0.0677944188140263	0.19486699732118
8mer-mmC3|14|8mer_Kd	0.0824512052378037	0.07700276419543	0.0158278087629506	0.0751730008832725	0.379153238819404
8mer-mmC3|13|8mer_Kd	0.0720555654247741	0.0634852494691178	0.0212750923239609	0.0664534718239989	0.17372413013049
8mer-mmC3|12|8mer_Kd	0.175568980401778	0.161495362661194	0.0392264194066486	0.167861515096024	0.436019950186856
8mer-mmG3|27|8mer_Kd	0.220981683996161	0.196827382632552	0.0465117045323647	0.203806357213796	0.831014964214754
8mer-mmG3|24|8mer_Kd	0.224396257703983	0.201212784449991	0.0629886961025599	0.19602296737359	0.709214600304519
8mer-mmG3|22|8mer_Kd	0.187258424730308	0.160310556869427	0.0532373807048648	0.148119103221216	0.532350145759725
8mer-mmG3|20|8mer_Kd	0.340302976802808	0.315240162406741	0.0875515936186538	0.32310304185642	0.946511528177443
8mer-mmG3|19|8mer_Kd	0.155422170823905	0.13690152887187	0.0443113184339856	0.125831970548998	0.475296837770083
8mer-mmG3|13|8mer_Kd	0.159789175923567	0.149452046149609	0.0455758518184933	0.149732902073688	0.43052077778139
8mer-mmG3|12|8mer_Kd	0.244616756391993	0.195190025165413	0.0653581834063762	0.183213223147563	0.67511875063894
8mer-mmG3|11|8mer_Kd	0.485775137177283	0.450439026555574	0.109394052676452	0.505579921191438	1.29703437431374
